Entity,Code,Year,Low-carbon energy (% equivalent primary energy)
Europe (EI),,2021,28.39226
Europe (EI),,2022,28.130636
Europe (EI),,2023,30.596285
Europe (EI),,2024,31.790255
European Union (27),,1965,6.4785423
European Union (27),,1966,6.8631005
European Union (27),,1967,6.4424644
European Union (27),,1968,6.169592
European Union (27),,1969,5.701359
European Union (27),,1970,5.745834
European Union (27),,1971,5.652881
European Union (27),,1972,5.850717
European Union (27),,1973,5.631362
European Union (27),,1974,6.2067227
European Union (27),,1975,6.908266
European Union (27),,1976,6.127628
European Union (27),,1977,7.8178196
European Union (27),,1978,7.780076
European Union (27),,1979,8.031761
European Union (27),,1980,8.468935
European Union (27),,1981,10.084208
European Union (27),,1982,10.667731
European Union (27),,1983,11.733982
European Union (27),,1984,13.312226
European Union (27),,1985,14.494668
European Union (27),,1986,14.947529
European Union (27),,1987,15.495019
European Union (27),,1988,16.43334
European Union (27),,1989,16.017094
European Union (27),,1990,16.280037
European Union (27),,1991,16.968422
European Union (27),,1992,17.508808
European Union (27),,1993,18.180357
European Union (27),,1994,18.38792
European Union (27),,1995,18.292585
European Union (27),,1996,18.349049
European Union (27),,1997,18.836359
European Union (27),,1998,18.889572
European Union (27),,1999,19.277954
European Union (27),,2000,19.841608
European Union (27),,2001,20.241516
European Union (27),,2002,19.733261
European Union (27),,2003,19.441923
European Union (27),,2004,20.048227
European Union (27),,2005,19.819439
European Union (27),,2006,20.029688
European Union (27),,2007,20.144598
European Union (27),,2008,21.057201
European Union (27),,2009,22.000706
European Union (27),,2010,22.721323
European Union (27),,2011,22.99942
European Union (27),,2012,24.142403
European Union (27),,2013,25.14751
European Union (27),,2014,26.492262
European Union (27),,2015,25.997702
European Union (27),,2016,25.533989
European Union (27),,2017,24.940538
European Union (27),,2018,26.031092
European Union (27),,2019,26.903498
European Union (27),,2020,29.150496
European Union (27),,2021,28.651737
European Union (27),,2022,27.969013
European Union (27),,2023,31.051882
European Union (27),,2024,32.38543
Finland,FIN,1965,22.845907
Finland,FIN,1966,22.266033
Finland,FIN,1967,23.72332
Finland,FIN,1968,19.666271
Finland,FIN,1969,14.871413
Finland,FIN,1970,14.697768
Finland,FIN,1971,16.066147
Finland,FIN,1972,14.797383
Finland,FIN,1973,13.676462
Finland,FIN,1974,17.157305
Finland,FIN,1975,16.22195
Finland,FIN,1976,11.845961
Finland,FIN,1977,17.552158
Finland,FIN,1978,14.846956
Finland,FIN,1979,18.517355
Finland,FIN,1980,18.197264
Finland,FIN,1981,29.700094
Finland,FIN,1982,31.71446
Finland,FIN,1983,33.583096
Finland,FIN,1984,33.045742
Finland,FIN,1985,30.748987
Finland,FIN,1986,30.468987
Finland,FIN,1987,30.770464
Finland,FIN,1988,30.47893
Finland,FIN,1989,29.604298
Finland,FIN,1990,31.160982
Finland,FIN,1991,32.573177
Finland,FIN,1992,34.084564
Finland,FIN,1993,33.917576
Finland,FIN,1994,30.965305
Finland,FIN,1995,33.4409
Finland,FIN,1996,30.681593
Finland,FIN,1997,33.511097
Finland,FIN,1998,36.635296
Finland,FIN,1999,35.586735
Finland,FIN,2000,36.774437
Finland,FIN,2001,34.58167
Finland,FIN,2002,32.583454
Finland,FIN,2003,30.07711
Finland,FIN,2004,34.836987
Finland,FIN,2005,36.762474
Finland,FIN,2006,33.25635
Finland,FIN,2007,34.838203
Finland,FIN,2008,38.45993
Finland,FIN,2009,36.925804
Finland,FIN,2010,35.30381
Finland,FIN,2011,37.854908
Finland,FIN,2012,42.044834
Finland,FIN,2013,40.046402
Finland,FIN,2014,42.636818
Finland,FIN,2015,45.688293
Finland,FIN,2016,43.660954
Finland,FIN,2017,45.43875
Finland,FIN,2018,45.236473
Finland,FIN,2019,46.95055
Finland,FIN,2020,51.250347
Finland,FIN,2021,53.502094
Finland,FIN,2022,54.69972
Finland,FIN,2023,61.506847
Finland,FIN,2024,63.227493
France,FRA,1965,9.913738
France,FRA,1966,10.980006
France,FRA,1967,9.198377
France,FRA,1968,9.908374
France,FRA,1969,9.536637
France,FRA,1970,9.7524605
France,FRA,1971,8.800468
France,FRA,1972,9.008223
France,FRA,1973,8.171301
France,FRA,1974,9.437131
France,FRA,1975,10.982292
France,FRA,1976,8.528296
France,FRA,1977,12.1927
France,FRA,1978,12.318723
France,FRA,1979,12.890783
France,FRA,1980,15.917205
France,FRA,1981,21.891424
France,FRA,1982,22.97172
France,FRA,1983,26.733583
France,FRA,1984,31.043821
France,FRA,1985,33.446323
France,FRA,1986,36.175995
France,FRA,1987,37.56288
France,FRA,1988,38.85297
France,FRA,1989,38.164665
France,FRA,1990,39.219547
France,FRA,1991,38.76591
France,FRA,1992,40.29475
France,FRA,1993,42.88987
France,FRA,1994,43.98268
France,FRA,1995,43.927147
France,FRA,1996,43.585888
France,FRA,1997,43.93506
France,FRA,1998,42.012108
France,FRA,1999,43.029167
France,FRA,2000,43.83955
France,FRA,2001,44.523132
France,FRA,2002,44.71631
France,FRA,2003,44.23509
France,FRA,2004,44.310562
France,FRA,2005,44.05347
France,FRA,2006,44.618298
France,FRA,2007,44.807392
France,FRA,2008,45.37048
France,FRA,2009,44.814365
France,FRA,2010,45.544975
France,FRA,2011,46.96995
France,FRA,2012,47.06781
France,FRA,2013,47.420425
France,FRA,2014,50.1385
France,FRA,2015,49.31063
France,FRA,2016,47.489193
France,FRA,2017,46.40553
France,FRA,2018,48.834778
France,FRA,2019,48.434464
France,FRA,2020,50.260014
France,FRA,2021,49.38923
France,FRA,2022,45.529095
France,FRA,2023,50.710854
France,FRA,2024,53.863934
Germany,DEU,1965,1.5290993
Germany,DEU,1966,1.6625512
Germany,DEU,1967,1.6740708
Germany,DEU,1968,1.6369635
Germany,DEU,1969,1.5161397
Germany,DEU,1970,1.9298702
Germany,DEU,1971,1.5867907
Germany,DEU,1972,1.7603606
Germany,DEU,1973,1.9886082
Germany,DEU,1974,2.3639147
Germany,DEU,1975,3.1370049
Germany,DEU,1976,3.1025555
Germany,DEU,1977,4.181744
Germany,DEU,1978,4.268818
Germany,DEU,1979,4.5744915
Germany,DEU,1980,5.045132
Germany,DEU,1981,5.9271927
Germany,DEU,1982,6.756748
Germany,DEU,1983,6.8230934
Germany,DEU,1984,8.3282795
Germany,DEU,1985,10.250182
Germany,DEU,1986,9.875164
Germany,DEU,1987,10.626687
Germany,DEU,1988,11.566829
Germany,DEU,1989,11.897461
Germany,DEU,1990,11.397423
Germany,DEU,1991,11.240215
Germany,DEU,1992,12.475788
Germany,DEU,1993,12.214392
Germany,DEU,1994,12.30269
Germany,DEU,1995,12.593696
Germany,DEU,1996,12.563073
Germany,DEU,1997,13.42309
Germany,DEU,1998,13.07433
Germany,DEU,1999,14.071808
Germany,DEU,2000,14.600406
Germany,DEU,2001,14.491278
Germany,DEU,2002,14.672683
Germany,DEU,2003,14.738387
Germany,DEU,2004,15.657588
Germany,DEU,2005,16.106533
Germany,DEU,2006,16.866482
Germany,DEU,2007,17.019253
Germany,DEU,2008,17.555265
Germany,DEU,2009,17.79224
Germany,DEU,2010,18.036621
Germany,DEU,2011,17.753895
Germany,DEU,2012,18.31906
Germany,DEU,2013,18.079565
Germany,DEU,2014,19.549967
Germany,DEU,2015,20.514069
Germany,DEU,2016,19.681566
Germany,DEU,2017,20.260923
Germany,DEU,2018,21.223824
Germany,DEU,2019,22.812138
Germany,DEU,2020,24.610413
Germany,DEU,2021,22.860382
Germany,DEU,2022,22.822664
Germany,DEU,2023,24.163528
Germany,DEU,2024,23.968008
Greece,GRC,1965,2.8163617
Greece,GRC,1966,5.5658484
Greece,GRC,1967,4.8486843
Greece,GRC,1968,3.842531
Greece,GRC,1969,5.4701843
Greece,GRC,1970,6.318237
Greece,GRC,1971,5.332081
Greece,GRC,1972,4.7963543
Greece,GRC,1973,3.458701
Greece,GRC,1974,3.7356987
Greece,GRC,1975,2.8279004
Greece,GRC,1976,2.3861723
Greece,GRC,1977,2.3535333
Greece,GRC,1978,3.59857
Greece,GRC,1979,4.8941107
Greece,GRC,1980,4.717431
Greece,GRC,1981,4.8308043
Greece,GRC,1982,4.9820776
Greece,GRC,1983,3.2519603
Greece,GRC,1984,3.81067
Greece,GRC,1985,3.535113
Greece,GRC,1986,4.06979
Greece,GRC,1987,3.197673
Greece,GRC,1988,2.5766492
Greece,GRC,1989,1.9082044
Greece,GRC,1990,1.7141215
Greece,GRC,1991,2.9608462
Greece,GRC,1992,2.0743866
Greece,GRC,1993,2.156708
Greece,GRC,1994,2.4004078
Greece,GRC,1995,3.1314807
Greece,GRC,1996,3.7601187
Greece,GRC,1997,3.2649188
Greece,GRC,1998,2.9708037
Greece,GRC,1999,3.7328174
Greece,GRC,2000,3.0918128
Greece,GRC,2001,2.1644914
Greece,GRC,2002,2.6210783
Greece,GRC,2003,4.051534
Greece,GRC,2004,4.050269
Greece,GRC,2005,4.3349547
Greece,GRC,2006,5.1486964
Greece,GRC,2007,3.17061
Greece,GRC,2008,3.908256
Greece,GRC,2009,5.6748247
Greece,GRC,2010,7.6959214
Greece,GRC,2011,6.057834
Greece,GRC,2012,7.967024
Greece,GRC,2013,11.7947855
Greece,GRC,2014,10.745494
Greece,GRC,2015,12.795561
Greece,GRC,2016,12.975171
Greece,GRC,2017,11.449141
Greece,GRC,2018,13.163528
Greece,GRC,2019,13.476221
Greece,GRC,2020,16.784912
Greece,GRC,2021,19.199554
Greece,GRC,2022,18.782621
Greece,GRC,2023,20.754215
Greece,GRC,2024,21.05491
High-income countries,,1965,6.764654
High-income countries,,1966,6.868646
High-income countries,,1967,6.8141766
High-income countries,,1968,6.643595
High-income countries,,1969,6.5529237
High-income countries,,1970,6.4735885
High-income countries,,1971,6.7699046
High-income countries,,1972,6.94024
High-income countries,,1973,6.8696437
High-income countries,,1974,7.8693337
High-income countries,,1975,8.606586
High-income countries,,1976,8.235154
High-income countries,,1977,8.636696
High-income countries,,1978,9.28304
High-income countries,,1979,9.378984
High-income countries,,1980,9.877016
High-income countries,,1981,10.812513
High-income countries,,1982,11.668295
High-income countries,,1983,12.566511
High-income countries,,1984,13.084881
High-income countries,,1985,12.932399
High-income countries,,1986,13.290541
High-income countries,,1987,13.465675
High-income countries,,1988,13.619567
High-income countries,,1989,13.601782
High-income countries,,1990,13.97873
High-income countries,,1991,14.444963
High-income countries,,1992,14.455692
High-income countries,,1993,14.992221
High-income countries,,1994,14.93537
High-income countries,,1995,15.374022
High-income countries,,1996,15.312442
High-income countries,,1997,15.379302
High-income countries,,1998,15.433848
High-income countries,,1999,15.65775
High-income countries,,2000,15.645599
High-income countries,,2001,15.541767
High-income countries,,2002,15.531766
High-income countries,,2003,14.968842
High-income countries,,2004,15.253116
High-income countries,,2005,15.279718
High-income countries,,2006,15.45616
High-income countries,,2007,15.1756525
High-income countries,,2008,15.536222
High-income countries,,2009,16.377787
High-income countries,,2010,16.178944
High-income countries,,2011,16.140436
High-income countries,,2012,15.916742
High-income countries,,2013,16.242239
High-income countries,,2014,16.567347
High-income countries,,2015,16.739801
High-income countries,,2016,16.951967
High-income countries,,2017,17.136578
High-income countries,,2018,17.305155
High-income countries,,2019,17.816114
High-income countries,,2020,19.39873
High-income countries,,2021,19.09066
High-income countries,,2022,19.030485
High-income countries,,2023,19.885878
High-income countries,,2024,20.509212
Hong Kong,HKG,1965,0
Hong Kong,HKG,1966,0
Hong Kong,HKG,1967,0
Hong Kong,HKG,1968,0
Hong Kong,HKG,1969,0
Hong Kong,HKG,1970,0
Hong Kong,HKG,1971,0
Hong Kong,HKG,1972,0
Hong Kong,HKG,1973,0
Hong Kong,HKG,1974,0
Hong Kong,HKG,1975,0
Hong Kong,HKG,1976,0
Hong Kong,HKG,1977,0
Hong Kong,HKG,1978,0
Hong Kong,HKG,1979,0
Hong Kong,HKG,1980,0
Hong Kong,HKG,1981,0
Hong Kong,HKG,1982,0
Hong Kong,HKG,1983,0
Hong Kong,HKG,1984,0
Hong Kong,HKG,1985,0
Hong Kong,HKG,1986,0
Hong Kong,HKG,1987,0
Hong Kong,HKG,1988,0
Hong Kong,HKG,1989,0
Hong Kong,HKG,1990,0
Hong Kong,HKG,1991,0
Hong Kong,HKG,1992,0
Hong Kong,HKG,1993,0
Hong Kong,HKG,1994,0
Hong Kong,HKG,1995,0
Hong Kong,HKG,1996,0
Hong Kong,HKG,1997,0
Hong Kong,HKG,1998,0
Hong Kong,HKG,1999,0
Hong Kong,HKG,2000,0
Hong Kong,HKG,2001,0
Hong Kong,HKG,2002,0
Hong Kong,HKG,2003,0
Hong Kong,HKG,2004,0
Hong Kong,HKG,2005,0
Hong Kong,HKG,2006,0.0006493787
Hong Kong,HKG,2007,0.00075671833
Hong Kong,HKG,2008,0.0007527891
Hong Kong,HKG,2009,0.00093392853
Hong Kong,HKG,2010,0.052891526
Hong Kong,HKG,2011,0.13663624
Hong Kong,HKG,2012,0.060606427
Hong Kong,HKG,2013,0.16025339
Hong Kong,HKG,2014,0.15070218
Hong Kong,HKG,2015,0.20457876
Hong Kong,HKG,2016,0.20557581
Hong Kong,HKG,2017,0.20910135
Hong Kong,HKG,2018,0.24012747
Hong Kong,HKG,2019,0.25291535
Hong Kong,HKG,2020,0.46209586
Hong Kong,HKG,2021,0.6541301
Hong Kong,HKG,2022,0.9266648
Hong Kong,HKG,2023,1.0476631
Hong Kong,HKG,2024,1.0481005
Hungary,HUN,1965,0.11263576
Hungary,HUN,1966,0.14819166
Hungary,HUN,1967,0.12733713
Hungary,HUN,1968,0.13320886
Hungary,HUN,1969,0.13277733
Hungary,HUN,1970,0.11416027
Hungary,HUN,1971,0.120620094
Hungary,HUN,1972,0.13386396
Hungary,HUN,1973,0.11350439
Hungary,HUN,1974,0.088322945
Hungary,HUN,1975,0.1678884
Hungary,HUN,1976,0.15907438
Hungary,HUN,1977,0.1366182
Hungary,HUN,1978,0.11830802
Hungary,HUN,1979,0.12640211
Hungary,HUN,1980,0.09667279
Hungary,HUN,1981,0.14649671
Hungary,HUN,1982,0.13803582
Hungary,HUN,1983,2.322588
Hungary,HUN,1984,3.3969183
Hungary,HUN,1985,5.535261
Hungary,HUN,1986,6.352735
Hungary,HUN,1987,8.956373
Hungary,HUN,1988,11.19423
Hungary,HUN,1989,11.860005
Hungary,HUN,1990,12.000304
Hungary,HUN,1991,12.869065
Hungary,HUN,1992,13.633442
Hungary,HUN,1993,13.995443
Hungary,HUN,1994,14.011654
Hungary,HUN,1995,13.845673
Hungary,HUN,1996,13.7699
Hungary,HUN,1997,13.915853
Hungary,HUN,1998,13.639517
Hungary,HUN,1999,13.818764
Hungary,HUN,2000,14.320737
Hungary,HUN,2001,13.86211
Hungary,HUN,2002,13.889286
Hungary,HUN,2003,10.922653
Hungary,HUN,2004,12.189223
Hungary,HUN,2005,13.991665
Hungary,HUN,2006,13.507425
Hungary,HUN,2007,15.179269
Hungary,HUN,2008,16.445963
Hungary,HUN,2009,18.854586
Hungary,HUN,2010,18.837027
Hungary,HUN,2011,18.816435
Hungary,HUN,2012,20.088884
Hungary,HUN,2013,20.709984
Hungary,HUN,2014,21.61415
Hungary,HUN,2015,20.634588
Hungary,HUN,2016,20.431692
Hungary,HUN,2017,19.46698
Hungary,HUN,2018,19.33422
Hungary,HUN,2019,20.374275
Hungary,HUN,2020,21.5518
Hungary,HUN,2021,21.67386
Hungary,HUN,2022,23.597357
Hungary,HUN,2023,26.223549
Hungary,HUN,2024,27.81859
Iceland,ISL,1965,23.830643
Iceland,ISL,1966,22.10476
Iceland,ISL,1967,23.785294
Iceland,ISL,1968,23.236818
Iceland,ISL,1969,29.321117
Iceland,ISL,1970,40.21154
Iceland,ISL,1971,40.226406
Iceland,ISL,1972,41.13478
Iceland,ISL,1973,43.569084
Iceland,ISL,1974,45.901764
Iceland,ISL,1975,47.03693
Iceland,ISL,1976,48.490498
Iceland,ISL,1977,49.07211
Iceland,ISL,1978,48.61526
Iceland,ISL,1979,50.982555
Iceland,ISL,1980,54.467342
Iceland,ISL,1981,55.388737
Iceland,ISL,1982,60.156006
Iceland,ISL,1983,61.454582
Iceland,ISL,1984,60.73884
Iceland,ISL,1985,60.157753
Iceland,ISL,1986,60.870144
Iceland,ISL,1987,60.36693
Iceland,ISL,1988,60.846066
Iceland,ISL,1989,59.570374
Iceland,ISL,1990,59.08268
Iceland,ISL,1991,60.294716
Iceland,ISL,1992,59.703728
Iceland,ISL,1993,59.777126
Iceland,ISL,1994,59.773674
Iceland,ISL,1995,60.33307
Iceland,ISL,1996,58.578865
Iceland,ISL,1997,61.043396
Iceland,ISL,1998,63.55871
Iceland,ISL,1999,66.56568
Iceland,ISL,2000,67.0538
Iceland,ISL,2001,68.98607
Iceland,ISL,2002,69.06028
Iceland,ISL,2003,69.00925
Iceland,ISL,2004,68.28319
Iceland,ISL,2005,68.11182
Iceland,ISL,2006,70.76009
Iceland,ISL,2007,74.33723
Iceland,ISL,2008,81.016396
Iceland,ISL,2009,82.491196
Iceland,ISL,2010,83.047
Iceland,ISL,2011,83.31958
Iceland,ISL,2012,83.698906
Iceland,ISL,2013,83.281105
Iceland,ISL,2014,83.01184
Iceland,ISL,2015,82.16838
Iceland,ISL,2016,80.35699
Iceland,ISL,2017,79.3032
Iceland,ISL,2018,78.69959
Iceland,ISL,2019,80.84307
Iceland,ISL,2020,86.12636
Iceland,ISL,2021,84.494316
Iceland,ISL,2022,82.07533
Iceland,ISL,2023,81.843285
Iceland,ISL,2024,80.49809
India,IND,1965,8.642867
India,IND,1966,8.758059
India,IND,1967,9.5069475
India,IND,1968,10.26706
India,IND,1969,10.542974
India,IND,1970,11.62996
India,IND,1971,12.105669
India,IND,1972,11.153561
India,IND,1973,11.956925
India,IND,1974,10.827884
India,IND,1975,12.038494
India,IND,1976,12.121322
India,IND,1977,12.233718
India,IND,1978,14.613913
India,IND,1979,13.3821
India,IND,1980,13.305959
India,IND,1981,12.772742
India,IND,1982,10.888582
India,IND,1983,10.169891
India,IND,1984,10.753332
India,IND,1985,9.93497
India,IND,1986,9.488871
India,IND,1987,8.406219
India,IND,1988,8.636004
India,IND,1989,8.781169
India,IND,1990,8.844624
India,IND,1991,9.153818
India,IND,1992,8.387245
India,IND,1993,8.252531
India,IND,1994,8.688334
India,IND,1995,7.975326
India,IND,1996,7.1689734
India,IND,1997,7.065958
India,IND,1998,7.8913345
India,IND,1999,7.7362766
India,IND,2000,7.2221427
India,IND,2001,7.093214
India,IND,2002,6.5922484
India,IND,2003,6.3811255
India,IND,2004,8.216032
India,IND,2005,7.397468
India,IND,2006,8.109293
India,IND,2007,8.180643
India,IND,2008,7.435729
India,IND,2009,6.704487
India,IND,2010,7.022593
India,IND,2011,8.240126
India,IND,2012,7.4443474
India,IND,2013,7.9443994
India,IND,2014,7.9870214
India,IND,2015,7.590459
India,IND,2016,7.526854
India,IND,2017,7.8887277
India,IND,2018,8.384031
India,IND,2019,9.318701
India,IND,2020,10.152523
India,IND,2021,9.795974
India,IND,2022,10.555713
India,IND,2023,9.952756
India,IND,2024,10.329685
Indonesia,IDN,1965,6.02221
Indonesia,IDN,1966,7.8977
Indonesia,IDN,1967,8.981465
Indonesia,IDN,1968,10.412337
Indonesia,IDN,1969,9.643214
Indonesia,IDN,1970,10.9461775
Indonesia,IDN,1971,3.7677922
Indonesia,IDN,1972,3.175855
Indonesia,IDN,1973,3.5537581
Indonesia,IDN,1974,3.674482
Indonesia,IDN,1975,3.1459382
Indonesia,IDN,1976,1.7560611
Indonesia,IDN,1977,2.20868
Indonesia,IDN,1978,1.4015548
Indonesia,IDN,1979,1.3692333
Indonesia,IDN,1980,1.1537104
Indonesia,IDN,1981,1.0722907
Indonesia,IDN,1982,1.1473335
Indonesia,IDN,1983,1.6290886
Indonesia,IDN,1984,1.6156492
Indonesia,IDN,1985,1.8630431
Indonesia,IDN,1986,2.8108943
Indonesia,IDN,1987,2.7396262
Indonesia,IDN,1988,2.8506546
Indonesia,IDN,1989,3.2081933
Indonesia,IDN,1990,3.596921
Indonesia,IDN,1991,3.6610518
Indonesia,IDN,1992,4.2191944
Indonesia,IDN,1993,3.6862354
Indonesia,IDN,1994,3.4040134
Indonesia,IDN,1995,3.4448495
Indonesia,IDN,1996,3.4147522
Indonesia,IDN,1997,2.4514916
Indonesia,IDN,1998,3.9267678
Indonesia,IDN,1999,3.788006
Indonesia,IDN,2000,3.6989462
Indonesia,IDN,2001,4.0958548
Indonesia,IDN,2002,3.6467195
Indonesia,IDN,2003,3.1953197
Indonesia,IDN,2004,3.4154806
Indonesia,IDN,2005,3.4936993
Indonesia,IDN,2006,3.2336276
Indonesia,IDN,2007,3.3739655
Indonesia,IDN,2008,3.6197574
Indonesia,IDN,2009,3.7359443
Indonesia,IDN,2010,4.4173155
Indonesia,IDN,2011,3.5536041
Indonesia,IDN,2012,3.5767014
Indonesia,IDN,2013,4.533771
Indonesia,IDN,2014,4.707626
Indonesia,IDN,2015,4.0030937
Indonesia,IDN,2016,5.8097644
Indonesia,IDN,2017,5.5177298
Indonesia,IDN,2018,8.029042
Indonesia,IDN,2019,8.612932
Indonesia,IDN,2020,10.643529
Indonesia,IDN,2021,11.076047
Indonesia,IDN,2022,10.207819
Indonesia,IDN,2023,10.695158
Indonesia,IDN,2024,10.95419
Iran,IRN,1965,4.9239974
Iran,IRN,1966,4.854431
Iran,IRN,1967,4.750207
Iran,IRN,1968,4.6467304
Iran,IRN,1969,4.557313
Iran,IRN,1970,4.158833
Iran,IRN,1971,4.08069
Iran,IRN,1972,4.7291536
Iran,IRN,1973,3.3493075
Iran,IRN,1974,3.253002
Iran,IRN,1975,2.930849
Iran,IRN,1976,2.9131227
Iran,IRN,1977,2.6583529
Iran,IRN,1978,4.263395
Iran,IRN,1979,3.421548
Iran,IRN,1980,3.8278081
Iran,IRN,1981,4.165084
Iran,IRN,1982,3.8717184
Iran,IRN,1983,3.1896534
Iran,IRN,1984,2.7589767
Iran,IRN,1985,2.5488431
Iran,IRN,1986,3.2529914
Iran,IRN,1987,3.3641903
Iran,IRN,1988,3.48055
Iran,IRN,1989,2.5980558
Iran,IRN,1990,2.5313313
Iran,IRN,1991,1.7714487
Iran,IRN,1992,2.6309264
Iran,IRN,1993,3.2550466
Iran,IRN,1994,1.9012783
Iran,IRN,1995,2.1884034
Iran,IRN,1996,2.1302752
Iran,IRN,1997,1.392558
Iran,IRN,1998,1.6853502
Iran,IRN,1999,1.0809332
Iran,IRN,2000,0.759674
Iran,IRN,2001,0.7697289
Iran,IRN,2002,1.3559806
Iran,IRN,2003,1.5835847
Iran,IRN,2004,1.7740965
Iran,IRN,2005,2.0141497
Iran,IRN,2006,2.3534665
Iran,IRN,2007,2.1385772
Iran,IRN,2008,0.8674409
Iran,IRN,2009,0.76722175
Iran,IRN,2010,1.1060675
Iran,IRN,2011,1.1196249
Iran,IRN,2012,1.4296246
Iran,IRN,2013,1.8306929
Iran,IRN,2014,1.7209041
Iran,IRN,2015,1.5507753
Iran,IRN,2016,1.9018989
Iran,IRN,2017,2.0380785
Iran,IRN,2018,1.4133341
Iran,IRN,2019,3.1228418
Iran,IRN,2020,2.2597399
Iran,IRN,2021,1.3978842
Iran,IRN,2022,1.574532
Iran,IRN,2023,2.1301038
Iran,IRN,2024,1.9321783
Iraq,IRQ,1965,0.8542793
Iraq,IRQ,1966,1.0167433
Iraq,IRQ,1967,1.1508155
Iraq,IRQ,1968,1.3090603
Iraq,IRQ,1969,1.2493966
Iraq,IRQ,1970,1.2236452
Iraq,IRQ,1971,1.297324
Iraq,IRQ,1972,1.1074051
Iraq,IRQ,1973,1.6336726
Iraq,IRQ,1974,2.301759
Iraq,IRQ,1975,2.4272916
Iraq,IRQ,1976,1.9213542
Iraq,IRQ,1977,2.2635674
Iraq,IRQ,1978,2.6705623
Iraq,IRQ,1979,3.1097152
Iraq,IRQ,1980,1.8936106
Iraq,IRQ,1981,1.7907598
Iraq,IRQ,1982,1.7004957
Iraq,IRQ,1983,1.4802574
Iraq,IRQ,1984,1.358091
Iraq,IRQ,1985,1.1838293
Iraq,IRQ,1986,1.0108386
Iraq,IRQ,1987,3.719379
Iraq,IRQ,1988,3.2107995
Iraq,IRQ,1989,2.8272402
Iraq,IRQ,1990,5.453382
Iraq,IRQ,1991,3.982347
Iraq,IRQ,1992,6.11391
Iraq,IRQ,1993,5.4301233
Iraq,IRQ,1994,4.8624654
Iraq,IRQ,1995,5.564493
Iraq,IRQ,1996,5.064516
Iraq,IRQ,1997,4.3485928
Iraq,IRQ,1998,5.4372516
Iraq,IRQ,1999,4.324654
Iraq,IRQ,2000,2.757229
Iraq,IRQ,2001,2.8419464
Iraq,IRQ,2002,3.6559691
Iraq,IRQ,2003,4.2741904
Iraq,IRQ,2004,4.794266
Iraq,IRQ,2005,4.279442
Iraq,IRQ,2006,4.4663196
Iraq,IRQ,2007,4.0294313
Iraq,IRQ,2008,2.239946
Iraq,IRQ,2009,2.1912282
Iraq,IRQ,2010,2.4037626
Iraq,IRQ,2011,2.1771026
Iraq,IRQ,2012,2.572119
Iraq,IRQ,2013,2.4564178
Iraq,IRQ,2014,1.5438972
Iraq,IRQ,2015,1.3996603
Iraq,IRQ,2016,1.7088044
Iraq,IRQ,2017,0.9335327
Iraq,IRQ,2018,0.8770615
Iraq,IRQ,2019,1.9817156
Iraq,IRQ,2020,1.886679
Iraq,IRQ,2021,1.4838758
Iraq,IRQ,2022,1.0945245
Iraq,IRQ,2023,0.59808654
Iraq,IRQ,2024,0.58428055
Ireland,IRL,1965,3.8769944
Ireland,IRL,1966,3.1172132
Ireland,IRL,1967,2.7175415
Ireland,IRL,1968,2.2280924
Ireland,IRL,1969,1.6817858
Ireland,IRL,1970,2.9461863
Ireland,IRL,1971,1.6429999
Ireland,IRL,1972,2.2963138
Ireland,IRL,1973,2.036341
Ireland,IRL,1974,2.4749982
Ireland,IRL,1975,1.7504191
Ireland,IRL,1976,1.943571
Ireland,IRL,1977,2.2888916
Ireland,IRL,1978,2.062349
Ireland,IRL,1979,2.2131712
Ireland,IRL,1980,2.3196359
Ireland,IRL,1981,2.4434693
Ireland,IRL,1982,2.2946222
Ireland,IRL,1983,2.2608354
Ireland,IRL,1984,2.0119767
Ireland,IRL,1985,2.3403277
Ireland,IRL,1986,2.3776634
Ireland,IRL,1987,1.7551508
Ireland,IRL,1988,2.242556
Ireland,IRL,1989,1.7407974
Ireland,IRL,1990,1.6440963
Ireland,IRL,1991,1.693989
Ireland,IRL,1992,1.8583128
Ireland,IRL,1993,1.7266221
Ireland,IRL,1994,1.9946455
Ireland,IRL,1995,1.5169723
Ireland,IRL,1996,1.5108565
Ireland,IRL,1997,1.5628481
Ireland,IRL,1998,2.0942116
Ireland,IRL,1999,1.9074942
Ireland,IRL,2000,1.9202329
Ireland,IRL,2001,1.569639
Ireland,IRL,2002,2.1063917
Ireland,IRL,2003,1.774837
Ireland,IRL,2004,2.122526
Ireland,IRL,2005,2.7161562
Ireland,IRL,2006,3.4513376
Ireland,IRL,2007,3.9341013
Ireland,IRL,2008,5.20251
Ireland,IRL,2009,6.7037754
Ireland,IRL,2010,6.1491013
Ireland,IRL,2011,9.031673
Ireland,IRL,2012,8.861001
Ireland,IRL,2013,9.647536
Ireland,IRL,2014,10.937682
Ireland,IRL,2015,12.506041
Ireland,IRL,2016,11.537235
Ireland,IRL,2017,13.692478
Ireland,IRL,2018,15.142036
Ireland,IRL,2019,17.390234
Ireland,IRL,2020,20.819122
Ireland,IRL,2021,17.798563
Ireland,IRL,2022,19.420204
Ireland,IRL,2023,21.819515
Ireland,IRL,2024,22.180317
Israel,ISR,1965,0
Israel,ISR,1966,0
Israel,ISR,1967,0
Israel,ISR,1968,0
Israel,ISR,1969,0
Israel,ISR,1970,0
Israel,ISR,1971,0
Israel,ISR,1972,0
Israel,ISR,1973,0
